-4.881757847616442	-3.5360805228927603	-3.157203939301243	-2.959378195971323	-5.1917501610731875	-4.181480512071905	-3.561075929341059	-4.565420519404285	-3.1326357744740836	-5.246901981148268	-3.812185712169496	-2.3901651911966995	-2.709489284681638	-1.8960036333859174	-4.192194900284312	-3.3508134558690488	-6.197272026675286	-2.1361395986592986	-2.712142076768924	-2.531320077205054	-4.0722199737433975	-3.8703195772329453	-4.727862758844888	-5.125688410395095	-3.5501520496366763	-4.230625979140794	-7.4702377024881725	-6.7305705062933345	-6.36372023431295	-6.959412078722182	-7.130369876865822	-7.652559259282127	-7.840611490785067	-7.68154679615538	-7.912070454767212	-7.773920116286395	-4.582514952763585	-8.905322227777496
-1.7160508331847768	-3.928416393955998	-3.976170825251898	-4.490626217068467	-1.920445810189378	-5.299286284750257	-4.821658730393862	-4.772265975064285	-2.171362801930699	-5.429906467167321	-5.230293413263305	-2.5473168497132113	-4.590948938696337	-4.513615735293166	-2.0710664958994127	-4.713769768382677	-6.626157225399346	-2.8186403998231113	-3.2352692133960526	-3.8583877895955143	-2.6734353099486086	-5.709866493525191	-5.580188670216659	-6.055612366931734	-4.052371286137312	-5.395617393688689	-6.5884168974165	-6.1000641295025675	-5.841202495586279	-6.626157225399346	-6.273335850776604	-6.706199933072884	-6.748759547491679	-6.939814784254389	-6.706199933072884	-6.748759547491679	-5.032223499501211	-7.581668670426783
-2.005596149770072	-4.7475148578053785	-3.828996126494911	-4.4073320417876305	-2.428705220123323	-5.2923702301576805	-4.9172762199258155	-1.8719150318911109	-2.7478449948554013	-5.88787894115371	-2.6168961994900837	-2.976413400197746	-4.725455139740647	-4.326069077708865	-1.893526042436281	-4.675799549294786	-6.450405939296592	-3.157597084689903	-3.588788318809438	-2.9904263683494414	-3.347376251574147	-5.864889422929012	-5.707497249177582	-6.6286541707029105	-4.596023046867065	-5.809626744253962	-7.397787258240777	-6.6286541707029105	-6.581026121713656	-6.8764903346074915	-6.8764903346074915	-7.297703799683795	-7.346493963853227	-7.297703799683795	-7.084129699385736	-6.815865712791057	-4.7892666524856	-8.039641144413173
-2.1087579109001857	-4.037947413168421	-4.124147431087171	-4.005013591497172	-1.6251475341458417	-4.095368466537128	-4.27627258865011	-4.515119531892769	-1.852197144810666	-5.290710381663789	-5.415352826871065	-3.942231471540716	-3.9281325471612143	-4.000703239996049	-2.157596714384786	-4.368189100038998	-6.3360781558130865	-3.1030802957213304	-2.974160748319371	-4.305010198417466	-3.1306253512770263	-4.40939936868566	-4.60540637856487	-5.736021398319153	-3.9301345498318874	-4.972256650545254	-6.884644107561924	-5.923232940407299	-5.866074526567351	-6.292593043873348	-6.47917899945376	-7.147008372029415	-6.775444815596932	-6.775444815596932	-6.884644107561924	-7.30952730152719	-4.25663661413325	-7.84015555258936
-2.827226049134086	-3.6013168206857773	-3.0870330974606457	-3.0818682675076667	-3.2214787062085715	-4.2688151222436765	-3.9712515464618976	-4.67776195483401	-3.9062982883307544	-5.638368570482676	-4.370101415451343	-2.8262868614623264	-3.322975229423574	-2.3083986981088884	-3.927248775271558	-3.7552128207714324	-6.23478612458407	-1.8746280796250616	-2.16497165860801	-2.6209971218252037	-4.68828045902523	-4.2462319337385575	-3.602336188765892	-3.6172350001897753	-4.505203900307906	-5.110501480861833	-8.239107035795797	-6.355232277659938	-5.90034228622425	-6.879480921758069	-6.740894758471922	-7.176212829729767	-7.399356381043978	-7.271523009534092	-7.140494747127688	-7.545959855235853	-4.028149713065504	-8.880960921968192
-2.1557433533733565	-4.7533832731485965	-4.096900076960242	-4.986577160316307	-2.3547609919576087	-3.1471504916634445	-5.070837503934047	-5.174977763186645	-1.7512713926305663	-5.731549408740839	-5.038402228180893	-2.8224417397872044	-4.329423582404267	-5.212249157983876	-1.9244142174727075	-4.872166809138563	-6.490654557092582	-2.3367554641138906	-4.101058087108906	-2.935306495603168	-2.7519032729384723	-6.026348948961484	-5.017348818983061	-4.6913478822291435	-4.512792808230666	-5.669674005022752	-7.016747652989361	-5.918135364321251	-6.085189448984417	-6.637258031284457	-6.637258031284457	-6.691325252554733	-6.691325252554733	-6.691325252554733	-6.691325252554733	-6.8736468093486875	-4.845498562056402	-7.279111917456852
-1.7509461308803	-4.458684756968306	-4.4219833901178776	-4.222541951110456	-1.9107740571340754	-4.631703921099946	-4.104348995382745	-3.298165912419367	-2.471578851474725	-5.405820164193559	-5.199687958705886	-2.948396160099391	-4.189871168820908	-3.7820279383077757	-2.119848849057563	-4.335723045833471	-5.953459761082266	-2.5669530948301142	-3.393329690056678	-3.9869303248242174	-2.8501818609651117	-5.520595678785988	-5.00437920638512	-5.455212919523135	-4.130928633187457	-5.01247641661774	-6.8289284984361664	-5.799309081255008	-5.65027350209452	-6.457364942003683	-6.358924869190431	-6.358924869190431	-6.880221792823717	-6.880221792823717	-6.528823905985828	-6.528823905985828	-4.283397226831731	-7.522075678996111
-1.7200082376909465	-4.605074943357418	-4.609848222110076	-3.3646324592500907	-1.706010914217323	-5.069380551488516	-5.307791574933514	-5.47484565959668	-1.9711327144089297	-5.874645030169167	-4.60032434059882	-4.306735576431649	-4.339054367686816	-4.12323685646468	-1.7347439363446993	-4.540536422219847	-5.317453485845251	-3.8385002942426554	-4.055028606438146	-3.4523954334190323	-2.810145899368084	-5.8917394635284674	-5.039527588338835	-6.020356841350561	-4.196440260487974	-6.190982358381324	-6.907660036351464	-6.341264561430662	-6.0009387554934595	-6.51819526958974	-6.656345608070557	-6.774128643726941	-7.244132272972677	-6.956450200520895	-6.694085936053405	-7.007743494908446	-4.648877566015811	-7.649597381080841
-2.699789707094815	-3.887681521661024	-2.5373433667304788	-3.1174263383951364	-3.059961823968145	-3.9983470895485436	-3.4928548117579155	-5.258227525812775	-5.302963419654167	-5.233534913222404	-3.748609948660886	-2.8080309441169566	-3.1378389974245335	-1.6100886893219504	-3.0669232165084326	-3.6870108261988728	-5.39892740791591	-3.1248010030864033	-2.7255232677680947	-2.578062528200101	-4.939773794694241	-3.516117965228541	-5.5712274062488465	-4.405142869842413	-5.168615367123088	-4.142061869563765	-7.768451983585066	-6.966105511060128	-6.736089080458156	-7.560812618806821	-7.848494691258602	-7.415630608962323	-7.935506068248232	-8.030816248052556	-7.415630608962323	-7.935506068248232	-4.733129242760066	-8.723963428612501
-1.6243128538583402	-4.5846029807624	-4.253245844807957	-4.179137872654235	-2.4361685675956117	-4.738753660589658	-4.972368511771163	-4.639662757945427	-1.9596756229101266	-4.420299929471123	-4.4355674016019115	-4.532417227591829	-4.279221331211217	-4.191114063700951	-1.803125311105372	-3.579516750105113	-5.208757289835393	-4.3758481669002895	-3.5347808562637217	-4.405262052106583	-2.2332277235989215	-5.083594146881387	-4.9210752173836125	-4.75980706978749	-4.253245844807957	-4.9210752173836125	-5.776741327441332	-5.314117805493219	-5.719582913601384	-5.776741327441332	-6.045005314036012	-6.045005314036012	-5.837365949257768	-5.97089734188229	-5.837365949257768	-5.719582913601384	-4.566903403662998	-6.307369578503502
